cell_volume_fL,Rpb1_occupancy_haploid_fit,Rpb1_occupancy_haploid_fit_10pc,Rpb1_occupancy_haploid_fit_90pc,Rpb1_occupancy_diploid_prediction,Rpb1_occupancy_diploid_prediction_10pc,Rpb1_occupancy_diploid_prediction_90pc,Rpb1_bound_fraction_haploid_prediction,Rpb1_bound_fraction_haploid_prediction_10pc,Rpb1_bound_fraction_haploid_prediction_90pc,nuclear_volume
1.0,0.06179539675961402,0,0,0.06421695419981042,0.04966206580178915,0.07738958552418611,0.9245819902120628,0.9020157231330796,0.9498654081836712,0.2197970667387174
3.313131313131313,0.1791430375094615,0,0,0.19805711010327537,0.15760209538703418,0.2332968641080787,0.8090038516269245,0.7608021882426953,0.8674805838099734,0.6361598770659813
5.626262626262626,0.27790378557265205,0,0,0.3196072795964333,0.2591265655005797,0.37086605518755594,0.7390328901366702,0.6801544619345696,0.8140072606514912,0.9515119862268678
7.9393939393939394,0.3678016277178851,0,0,0.43446317104048304,0.35660913375431236,0.49893336831096635,0.6931314423593044,0.6290946586396191,0.7773195594195216,1.1929686920669553
10.252525252525253,0.4530220733081592,0,0,0.545442955229853,0.4517871464952758,0.6224938065129131,0.6611162320989294,0.594309066432713,0.7509314420773698,1.3812274514363505
12.565656565656566,0.5354261612439026,0,0,0.6539418304746234,0.545447323124444,0.7428468858524595,0.6375345215500177,0.5691085717328513,0.7310571814673141,1.5319874179296358
14.878787878787879,0.6157664378002843,0,0,0.7605765076653783,0.6379504239654806,0.8607863282300117,0.6192097220841213,0.549767542945604,0.715349469904496,1.6570680342308588
17.19191919191919,0.6942318495358679,0,0,0.8655262669655958,0.7294057003255986,0.976543878508089,0.6041843581934027,0.5340640022960023,0.7022937637156929,1.765288652072189
19.505050505050505,0.7707258346992009,0,0,0.9687289422840805,0.8197776207924758,1.0900315790555715,0.591210504936447,0.5206154657803195,0.6908904545552057,1.8631586583161388
21.81818181818182,0.8450221655868866,0,0,1.0700001035060052,0.9089536255822461,1.201005015333509,0.5794805305495825,0.5085437598351698,0.6804748881340078,1.9554175699273337
24.13131313131313,0.916856881644654,0,0,1.1691075826265978,0.9967877853109769,1.3091634123360272,0.5684730734271349,0.4972903611464679,0.6706083492508953,2.0454565380539615
26.444444444444443,0.9859826361684967,0,0,1.2658178904113264,1.0831286816013117,1.4142109251714652,0.5578585887233785,0.4865065903446755,0.6610080208388136,2.1356462806798717
28.757575757575758,1.052198925817619,0,0,1.3599239158378906,1.1678365510210826,1.5158924296861012,0.5474379317306545,0.4759839666223286,0.6514997276835263,2.227591328969392
31.070707070707073,1.1153661514563036,0,0,1.4512598060989605,1.2514649819321952,1.6096121092565374,0.5371005891142931,0.46560778028832367,0.6419848564339151,2.3223263705416715
33.38383838383838,1.175408848670552,0,0,1.539707065645658,1.331592600727601,1.697975796330481,0.526795420890867,0.4553251072828793,0.6324166391514174,2.420467199067465
35.696969696969695,1.2323119760502208,0,0,1.6251948003089676,1.4103806145841602,1.783523255226839,0.5165098680059087,0.4451224160354385,0.6227829524946896,2.5223261693437036
38.01010101010101,1.286113165478397,0,0,1.7076962755547613,1.4871695934560643,1.8686374679080382,0.5062551624533949,0.4350098757391531,0.6130938343710528,2.627999978170854
40.323232323232325,1.3368930657243576,0,0,1.7872233884824713,1.5619448551516744,1.949969034671118,0.4960559204179972,0.4250104958104423,0.6033725033342512,2.7374359377176827
42.63636363636364,1.384765270210101,0,0,1.8638202024754866,1.634712530718875,2.027610896866875,0.4859429770864003,0.4151527939905915,0.5936490092268945,2.8504815943208537
44.94949494949495,1.4298667958028495,0,0,1.937556333755425,1.7054959838704196,2.1016876691743844,0.47594861722698134,0.4054660368324021,0.5839558614562276,2.9669215033987646
47.26262626262626,1.4723496693774474,0,0,2.008520697378921,1.7743323051412894,2.1741431793115074,0.4661035570097275,0.39597733079736963,0.5743251318813667,3.086504145487978
49.57575757575758,1.5123738765142836,0,0,2.0768159068783256,1.841269072832028,2.2449571826459405,0.456435181862163,0.38671001546226236,0.5647866414098671,3.2089613153720684
51.888888888888886,1.5501017191077915,0,0,2.142553467084412,1.9063614850885549,2.3128408370128755,0.44696666190288425,0.3776829452034612,0.55536692716156,3.3340218006696762
54.2020202020202,1.58569349842491,0,0,2.2058497933763648,1.9696699056971343,2.3746531448617216,0.437716659752958,0.36891035264417893,0.5460887574274312,3.4614207599270395
56.515151515151516,1.619304368661751,0,0,2.2668230224114008,2.031257824802605,2.4342634223266137,0.4286994199830982,0.36040207155500775,0.5369710183336405,3.590905890720219
58.82828282828283,1.6510821761003123,0,0,2.3255905398158174,2.0906002762702984,2.496377273480194,0.419925088129293,0.35216396244695203,0.5280288414330249,3.722241227549287
61.141414141414145,1.6811660962152999,0,0,2.3822671312100963,2.1451942843108687,2.556215182243964,0.4114001525608379,0.34419843387702653,0.5192738771592762,3.8552092130723135
